0,1,2,3,4
FILE NAME,STYLE LABEL,"SEMANTIC LABEL (WHAT IS IT, eg, door, column, highrise)",FUNCTIONAL LABEL (how functional is it on a scale of 1-5),AESTHETIC LABEL (how visually pleasing is it on a scale of 1-5
Separated/housesets/house1/house_1.1.obj,baroque,house,4,4
Separated/housesets/house1/house_1.2.obj,baroque,house,4,3
Separated/housesets/house1/house_1.3.obj,baroque,house,4,3
Separated/housesets/house1/house_1.4.obj,baroque,house,4,3
Separated/housesets/house1/house_1.5.obj,baroque,house,5,4
Separated/housesets/house1/house_1.6.obj,baroque,house,5,4
Separated/housesets/house1/house_1.7.obj,cubist,house,4,3
Separated/housesets/house1/house_1.8.obj,cubist,house,4,3
Separated/housesets/house1/house_1.9.obj,cubist,house,4,3
Separated/housesets/house1/house_1.10.obj,cubist,house,4,4
Separated/housesets/house1/house_1.11.obj,cubist,house,4,4
Separated/housesets/house1/house_1.12.obj,cubist,house,4,4
Separated/housesets/house1/house_1.13.obj,cubist,house,4,3
Separated/housesets/house1/house_1.14.obj,cubist,house,4,3
Separated/housesets/house1/house_1.15.obj,cubist,house,4,3
Separated/housesets/house1/house_1.16.obj,cubist,house,4,4
Separated/housesets/house1/house_1.17.obj,cubist,house,4,3
Separated/housesets/house1/house_1.18.obj,cubist,house,4,3
Separated/housesets/house1/house_1.19.obj,cubist,house,4,3
Separated/housesets/house1/house_1.20.obj,cubist,house,4,3
Separated/housesets/house1/house_1.21.obj,cubist,house,4,3
Separated/housesets/house1/house_1.22.obj,cubist,house,4,3
Separated/housesets/house1/house_1.23.obj,cubist,house,4,3
Separated/housesets/house1/house_1.24.obj,cubist,house,4,3
Separated/housesets/house1/house_1.25.obj,cubist,house,4,4
Separated/housesets/house1/house_1.26.obj,cubist,house,5,5
Separated/housesets/house1/house_1.27.obj,cubist,house,5,5
Separated/housesets/house1/house_1.28.obj,cubist,house,5,5
Separated/housesets/house1/house_1.29.obj,cubist,house,5,5
Separated/housesets/house1/house_1.30.obj,cubist,house,4,5
,,,,
Separated/housesets/house2/house_2.1.obj,cubist,house,3,1
Separated/housesets/house2/house_2.2.obj,cubist,house,2,1
Separated/housesets/house2/house_2.3.obj,cubist,house,2,1
Separated/housesets/house2/house_2.4.obj,cubist,house,2,1
Separated/housesets/house2/house_2.5.obj,cubist,house,1,1
Separated/housesets/house2/house_2.6.obj,cubist,house,2,1
Separated/housesets/house2/house_2.7.obj,cubist,house,1,1
Separated/housesets/house2/house_2.8.obj,cubist,house,2,3
Separated/housesets/house2/house_2.9.obj,cubist,house,2,1
Separated/housesets/house2/house_2.10.obj,cubist,house,3,2
Separated/housesets/house2/house_2.11.obj,cubist,house,3,3
Separated/housesets/house2/house_2.12.obj,cubist,house,3,3
Separated/housesets/house2/house_2.13.obj,cubist,house,3,3
Separated/housesets/house2/house_2.14.obj,cubist,house,3,4
Separated/housesets/house2/house_2.15.obj,cubist,house,4,4
Separated/housesets/house2/house_2.16.obj,cubist,house,4,4
Separated/housesets/house2/house_2.17.obj,cubist,house,4,4
Separated/housesets/house2/house_2.18.obj,cubist,house,4,4
Separated/housesets/house2/house_2.19.obj,cubist,house,4,5
Separated/housesets/house2/house_2.20.obj,cubist,house,4,5
Separated/housesets/house2/house_2.21.obj,cubist,house,4,5
Separated/housesets/house2/house_2.22.obj,cubist,house,4,5
Separated/housesets/house2/house_2.23.obj,cubist,house,4,5
Separated/housesets/house2/house_2.24.obj,cubist,house,5,5
Separated/housesets/house2/house_2.25.obj,cubist,house,5,5
Separated/housesets/house2/house_2.26.obj,cubist,house,5,5
Separated/housesets/house2/house_2.27.obj,cubist,house,5,5
Separated/housesets/house2/house_2.28.obj,cubist,house,5,5
Separated/housesets/house2/house_2.29.obj,cubist,house,5,5
Separated/housesets/house2/house_2.30.obj,cubist,house,4,5
,,,,
Separated/housesets/house3/house_3.1.obj,cubist,house,3,3
Separated/housesets/house3/house_3.2.obj,cubist,house,2,2
Separated/housesets/house3/house_3.3.obj,cubist,house,3,3
Separated/housesets/house3/house_3.4.obj,cubist,house,3,3
Separated/housesets/house3/house_3.5.obj,cubist,house,3,3
Separated/housesets/house3/house_3.6.obj,cubist,house,3,3
Separated/housesets/house3/house_3.7.obj,cubist,house,4,3
Separated/housesets/house3/house_3.8.obj,cubist,house,4,3
Separated/housesets/house3/house_3.9.obj,cubist,house,3,3
Separated/housesets/house3/house_3.10.obj,cubist,house,3,3
Separated/housesets/house3/house_3.11.obj,cubist,house,3,2
Separated/housesets/house3/house_3.12.obj,cubist,house,3,2
Separated/housesets/house3/house_3.13.obj,cubist,house,3,2
Separated/housesets/house3/house_3.14.obj,cubist,house,2,1
Separated/housesets/house3/house_3.15.obj,cubist,house,2,1
Separated/housesets/house3/house_3.16.obj,cubist,house,2,1
Separated/housesets/house3/house_3.17.obj,cubist,house,2,2
Separated/housesets/house3/house_3.18.obj,cubist,house,2,2
Separated/housesets/house3/house_3.19.obj,cubist,house,2,2
Separated/housesets/house3/house_3.20.obj,cubist,house,3,2
Separated/housesets/house3/house_3.21.obj,cubist,house,3,3
Separated/housesets/house3/house_3.22.obj,cubist,house,3,3
Separated/housesets/house3/house_3.23.obj,cubist,house,3,3
Separated/housesets/house3/house_3.24.obj,cubist,house,3,2
Separated/housesets/house3/house_3.25.obj,cubist,house,3,3
Separated/housesets/house3/house_3.26.obj,cubist,house,3,2
Separated/housesets/house3/house_3.27.obj,cubist,house,3,2
Separated/housesets/house3/house_3.28.obj,cubist,house,3,1
Separated/housesets/house3/house_3.29.obj,cubist,house,3,1
Separated/housesets/house3/house_3.30.obj,cubist,house,3,3
,,,,
Separated/housesets/house4/house_4.1.obj,cubist,house,1,1
Separated/housesets/house4/house_4.2.obj,cubist,house,1,1
Separated/housesets/house4/house_4.3.obj,cubist,house,2,1
Separated/housesets/house4/house_4.4.obj,cubist,house,2,1
Separated/housesets/house4/house_4.5.obj,cubist,house,2,1
Separated/housesets/house4/house_4.6.obj,cubist,house,2,1
Separated/housesets/house4/house_4.7.obj,cubist,house,2,1
Separated/housesets/house4/house_4.8.obj,cubist,house,2,2
Separated/housesets/house4/house_4.9.obj,cubist,house,2,3
Separated/housesets/house4/house_4.10.obj,cubist,house,2,3
Separated/housesets/house4/house_4.11.obj,cubist,house,3,3
Separated/housesets/house4/house_4.12.obj,cubist,house,3,3
Separated/housesets/house4/house_4.13.obj,cubist,house,3,3
Separated/housesets/house4/house_4.14.obj,cubist,house,3,3
Separated/housesets/house4/house_4.15.obj,cubist,house,3,2
Separated/housesets/house4/house_4.16.obj,cubist,house,3,2
Separated/housesets/house4/house_4.17.obj,cubist,house,3,2
Separated/housesets/house4/house_4.18.obj,cubist,house,3,2
Separated/housesets/house4/house_4.19.obj,cubist,house,3,2
Separated/housesets/house4/house_4.20.obj,cubist,house,3,2
Separated/housesets/house4/house_4.21.obj,cubist,house,3,3
Separated/housesets/house4/house_4.22.obj,cubist,house,3,3
Separated/housesets/house4/house_4.23.obj,cubist,house,3,3
Separated/housesets/house4/house_4.24.obj,cubist,house,3,4
Separated/housesets/house4/house_4.25.obj,cubist,house,4,4
Separated/housesets/house4/house_4.26.obj,cubist,house,4,4
Separated/housesets/house4/house_4.27.obj,cubist,house,4,4
Separated/housesets/house4/house_4.28.obj,cubist,house,3,3
Separated/housesets/house4/house_4.29.obj,cubist,house,4,4
Separated/housesets/house4/house_4.30.obj,cubist,house,4,5
,,,,
Separated/housesets/house5/house_5.1.obj,cubist,house,2,2
Separated/housesets/house5/house_5.2.obj,cubist,house,1,1
Separated/housesets/house5/house_5.3.obj,cubist,house,1,1
Separated/housesets/house5/house_5.4.obj,cubist,house,1,1
Separated/housesets/house5/house_5.5.obj,cubist,house,1,1
Separated/housesets/house5/house_5.6.obj,cubist,house,2,2
Separated/housesets/house5/house_5.7.obj,cubist,house,2,2
Separated/housesets/house5/house_5.8.obj,cubist,house,2,2
Separated/housesets/house5/house_5.9.obj,cubist,house,2,2
Separated/housesets/house5/house_5.10.obj,cubist,house,2,2
Separated/housesets/house5/house_5.11.obj,cubist,house,2,2
Separated/housesets/house5/house_5.12.obj,cubist,house,2,2
Separated/housesets/house5/house_5.13.obj,cubist,house,2,2
Separated/housesets/house5/house_5.14.obj,cubist,house,1,1
Separated/housesets/house5/house_5.15.obj,cubist,house,2,2
Separated/housesets/house5/house_5.16.obj,cubist,house,2,2
Separated/housesets/house5/house_5.17.obj,cubist,house,1,1
Separated/housesets/house5/house_5.18.obj,cubist,house,2,1
Separated/housesets/house5/house_5.19.obj,cubist,house,2,1
Separated/housesets/house5/house_5.20.obj,cubist,house,2,1
Separated/housesets/house5/house_5.21.obj,cubist,house,2,1
Separated/housesets/house5/house_5.22.obj,cubist,house,2,1
Separated/housesets/house5/house_5.23.obj,cubist,house,2,1
Separated/housesets/house5/house_5.24.obj,cubist,house,2,1
Separated/housesets/house5/house_5.25.obj,cubist,house,2,2
Separated/housesets/house5/house_5.26.obj,cubist,house,2,2
Separated/housesets/house5/house_5.27.obj,cubist,house,2,2
Separated/housesets/house5/house_5.28.obj,cubist,house,2,2
Separated/housesets/house5/house_5.29.obj,cubist,house,2,2
Separated/housesets/house5/house_5.30.obj,cubist,house,2,1
,cubist,,,
Separated/housesets/house6/house_6.1.obj,cubist,house,2,2
Separated/housesets/house6/house_6.2.obj,cubist,house,2,2
Separated/housesets/house6/house_6.3.obj,cubist,house,2,2
Separated/housesets/house6/house_6.4.obj,cubist,house,2,2
Separated/housesets/house6/house_6.5.obj,cubist,house,2,2
Separated/housesets/house6/house_6.6.obj,cubist,house,2,2
Separated/housesets/house6/house_6.7.obj,cubist,house,2,2
Separated/housesets/house6/house_6.8.obj,cubist,house,2,2
Separated/housesets/house6/house_6.9.obj,cubist,house,2,2
Separated/housesets/house6/house_6.10.obj,cubist,house,2,2
Separated/housesets/house6/house_6.11.obj,cubist,house,2,2
Separated/housesets/house6/house_6.12.obj,cubist,house,2,2
Separated/housesets/house6/house_6.13.obj,cubist,house,2,2
Separated/housesets/house6/house_6.14.obj,cubist,house,3,2
Separated/housesets/house6/house_6.15.obj,cubist,house,3,3
Separated/housesets/house6/house_6.16.obj,cubist,house,3,3
Separated/housesets/house6/house_6.17.obj,cubist,house,3,3
Separated/housesets/house6/house_6.18.obj,cubist,house,3,3
Separated/housesets/house6/house_6.19.obj,cubist,house,3,3
Separated/housesets/house6/house_6.20.obj,cubist,house,3,3
Separated/housesets/house6/house_6.21.obj,cubist,house,3,3
Separated/housesets/house6/house_6.22.obj,cubist,house,3,3
Separated/housesets/house6/house_6.23.obj,cubist,house,3,3
Separated/housesets/house6/house_6.24.obj,cubist,house,3,3
Separated/housesets/house6/house_6.25.obj,cubist,house,3,4
Separated/housesets/house6/house_6.26.obj,cubist,house,3,4
Separated/housesets/house6/house_6.27.obj,cubist,house,3,4
Separated/housesets/house6/house_6.28.obj,cubist,house,3,4
Separated/housesets/house6/house_6.29.obj,cubist,house,3,4
Separated/housesets/house6/house_6.30.obj,cubist,house,3,4
,,,,
Separated/housesets/house7/house_7.1.obj,cubist,house,2,2
Separated/housesets/house7/house_7.2.obj,cubist,house,1,1
Separated/housesets/house7/house_7.3.obj,cubist,house,1,1
Separated/housesets/house7/house_7.4.obj,cubist,house,1,1
Separated/housesets/house7/house_7.5.obj,cubist,house,1,1
Separated/housesets/house7/house_7.6.obj,cubist,house,1,1
Separated/housesets/house7/house_7.7.obj,cubist,house,1,1
Separated/housesets/house7/house_7.8.obj,cubist,house,1,1
Separated/housesets/house7/house_7.9.obj,cubist,house,1,1
Separated/housesets/house7/house_7.10.obj,cubist,house,1,1
Separated/housesets/house7/house_7.11.obj,cubist,house,1,2
Separated/housesets/house7/house_7.12.obj,cubist,house,2,2
Separated/housesets/house7/house_7.13.obj,cubist,house,2,2
Separated/housesets/house7/house_7.14.obj,cubist,house,2,2
Separated/housesets/house7/house_7.15.obj,cubist,house,3,3
Separated/housesets/house7/house_7.16.obj,cubist,house,3,3
Separated/housesets/house7/house_7.17.obj,cubist,house,4,4
Separated/housesets/house7/house_7.18.obj,cubist,house,4,3
Separated/housesets/house7/house_7.19.obj,cubist,house,4,4
Separated/housesets/house7/house_7.20.obj,cubist,house,4,4
Separated/housesets/house7/house_7.21.obj,cubist,house,4,5
Separated/housesets/house7/house_7.22.obj,cubist,house,4,5
Separated/housesets/house7/house_7.23.obj,cubist,house,5,5
Separated/housesets/house7/house_7.24.obj,cubist,house,5,5
Separated/housesets/house7/house_7.25.obj,cubist,house,5,5
Separated/housesets/house7/house_7.26.obj,cubist,house,5,5
Separated/housesets/house7/house_7.27.obj,cubist,house,5,5
Separated/housesets/house7/house_7.28.obj,cubist,house,4,5
Separated/housesets/house7/house_7.29.obj,cubist,house,4,5
Separated/housesets/house7/house_7.30.obj,cubist,house,4,5
,,,,
Separated/housesets/house8/house_8.1.obj,cubist,house,2,2
Separated/housesets/house8/house_8.2.obj,cubist,house,2,2
Separated/housesets/house8/house_8.3.obj,cubist,house,2,2
Separated/housesets/house8/house_8.4.obj,cubist,house,2,2
Separated/housesets/house8/house_8.5.obj,cubist,house,2,2
Separated/housesets/house8/house_8.6.obj,cubist,house,2,2
Separated/housesets/house8/house_8.7.obj,cubist,house,2,2
Separated/housesets/house8/house_8.8.obj,cubist,house,3,3
Separated/housesets/house8/house_8.9.obj,cubist,house,3,3
Separated/housesets/house8/house_8.10.obj,cubist,house,3,3
Separated/housesets/house8/house_8.11.obj,cubist,house,3,3
Separated/housesets/house8/house_8.12.obj,cubist,house,3,3
Separated/housesets/house8/house_8.13.obj,cubist,house,3,4
Separated/housesets/house8/house_8.14.obj,cubist,house,3,4
Separated/housesets/house8/house_8.15.obj,cubist,house,3,4
Separated/housesets/house8/house_8.16.obj,cubist,house,3,4
Separated/housesets/house8/house_8.17.obj,cubist,house,4,4
Separated/housesets/house8/house_8.18.obj,cubist,house,4,4
Separated/housesets/house8/house_8.19.obj,cubist,house,4,4
Separated/housesets/house8/house_8.20.obj,cubist,house,4,4
Separated/housesets/house8/house_8.21.obj,cubist,house,3,3
Separated/housesets/house8/house_8.22.obj,cubist,house,3,3
Separated/housesets/house8/house_8.23.obj,cubist,house,3,3
Separated/housesets/house8/house_8.24.obj,cubist,house,4,2
Separated/housesets/house8/house_8.25.obj,cubist,house,4,2
Separated/housesets/house8/house_8.26.obj,cubist,house,3,1
Separated/housesets/house8/house_8.27.obj,cubist,house,3,1
Separated/housesets/house8/house_8.28.obj,cubist,house,1,1
Separated/housesets/house8/house_8.29.obj,cubist,house,1,1
Separated/housesets/house8/house_8.30.obj,cubist,house,3,3
,,,,
Separated/housesets/house9/house_9.1.obj,cubist,house,3,3
Separated/housesets/house9/house_9.2.obj,cubist,house,3,3
Separated/housesets/house9/house_9.3.obj,cubist,house,3,3
Separated/housesets/house9/house_9.4.obj,cubist,house,3,3
Separated/housesets/house9/house_9.5.obj,cubist,house,3,3
Separated/housesets/house9/house_9.6.obj,cubist,house,3,4
Separated/housesets/house9/house_9.7.obj,cubist,house,3,4
Separated/housesets/house9/house_9.8.obj,cubist,house,4,4
Separated/housesets/house9/house_9.9.obj,cubist,house,4,4
Separated/housesets/house9/house_9.10.obj,cubist,house,4,4
Separated/housesets/house9/house_9.11.obj,cubist,house,4,5
Separated/housesets/house9/house_9.12.obj,cubist,house,4,5
Separated/housesets/house9/house_9.13.obj,cubist,house,5,5
Separated/housesets/house9/house_9.14.obj,cubist,house,5,5
Separated/housesets/house9/house_9.15.obj,cubist,house,5,5
Separated/housesets/house9/house_9.16.obj,cubist,house,5,5
Separated/housesets/house9/house_9.17.obj,cubist,house,4,5
Separated/housesets/house9/house_9.18.obj,cubist,house,4,5
Separated/housesets/house9/house_9.19.obj,cubist,house,4,5
Separated/housesets/house9/house_9.20.obj,cubist,house,4,5
Separated/housesets/house9/house_9.21.obj,cubist,house,4,4
Separated/housesets/house9/house_9.22.obj,cubist,house,4,4
Separated/housesets/house9/house_9.23.obj,cubist,house,4,4
Separated/housesets/house9/house_9.24.obj,cubist,house,4,4
Separated/housesets/house9/house_9.25.obj,cubist,house,5,5
Separated/housesets/house9/house_9.26.obj,cubist,house,5,5
Separated/housesets/house9/house_9.27.obj,cubist,house,4,5
Separated/housesets/house9/house_9.28.obj,cubist,house,4,5
Separated/housesets/house9/house_9.29.obj,cubist,house,4,4
Separated/housesets/house9/house_9.30.obj,cubist,house,3,5
,,,,
Separated/housesets/house10/house_10.1.obj,cubist,house,4,2
Separated/housesets/house10/house_10.2.obj,cubist,house,3,3
Separated/housesets/house10/house_10.3.obj,cubist,house,3,2
Separated/housesets/house10/house_10.4.obj,cubist,house,3,2
Separated/housesets/house10/house_10.5.obj,cubist,house,4,3
Separated/housesets/house10/house_10.6.obj,cubist,house,4,2
Separated/housesets/house10/house_10.7.obj,cubist,house,4,2
Separated/housesets/house10/house_10.8.obj,cubist,house,4,2
Separated/housesets/house10/house_10.9.obj,cubist,house,3,3
Separated/housesets/house10/house_10.10.obj,cubist,house,3,3
Separated/housesets/house10/house_10.11.obj,cubist,house,3,4
Separated/housesets/house10/house_10.12.obj,cubist,house,4,4
Separated/housesets/house10/house_10.13.obj,cubist,house,4,4
Separated/housesets/house10/house_10.14.obj,cubist,house,2,2
Separated/housesets/house10/house_10.15.obj,cubist,house,2,2
Separated/housesets/house10/house_10.16.obj,cubist,house,1,2
Separated/housesets/house10/house_10.17.obj,cubist,house,1,2
Separated/housesets/house10/house_10.18.obj,cubist,house,2,2
Separated/housesets/house10/house_10.19.obj,cubist,house,2,2
Separated/housesets/house10/house_10.20.obj,cubist,house,2,2
Separated/housesets/house10/house_10.21.obj,cubist,house,2,2
Separated/housesets/house10/house_10.22.obj,cubist,house,2,2
Separated/housesets/house10/house_10.23.obj,cubist,house,2,2
Separated/housesets/house10/house_10.24.obj,cubist,house,2,2
Separated/housesets/house10/house_10.25.obj,cubist,house,2,3
Separated/housesets/house10/house_10.26.obj,cubist,house,2,3
Separated/housesets/house10/house_10.27.obj,cubist,house,2,3
Separated/housesets/house10/house_10.28.obj,cubist,house,2,3
Separated/housesets/house10/house_10.29.obj,cubist,house,2,2
Separated/housesets/house10/house_10.30.obj,cubist,house,2,2
,,,,
Separated/housesets/house11/house_11.1.obj,baroque,house,3,2
Separated/housesets/house11/house_11.2.obj,baroque,house,3,2
Separated/housesets/house11/house_11.3.obj,baroque,house,3,1
Separated/housesets/house11/house_11.4.obj,baroque,house,3,3
Separated/housesets/house11/house_11.5.obj,baroque,house,3,3
Separated/housesets/house11/house_11.6.obj,baroque,house,2,3
Separated/housesets/house11/house_11.7.obj,baroque,house,2,3
Separated/housesets/house11/house_11.8.obj,baroque,house,3,3
Separated/housesets/house11/house_11.9.obj,baroque,house,3,4
Separated/housesets/house11/house_11.10.obj,baroque,house,3,4
Separated/housesets/house11/house_11.11.obj,baroque,house,4,5
Separated/housesets/house11/house_11.12.obj,baroque,house,4,5
Separated/housesets/house11/house_11.13.obj,baroque,house,5,5
Separated/housesets/house11/house_11.14.obj,baroque,house,5,5
Separated/housesets/house11/house_11.15.obj,baroque,house,5,5
Separated/housesets/house11/house_11.16.obj,baroque,house,4,5
Separated/housesets/house11/house_11.17.obj,baroque,house,4,4
Separated/housesets/house11/house_11.18.obj,baroque,house,4,4
Separated/housesets/house11/house_11.19.obj,baroque,house,3,4
Separated/housesets/house11/house_11.20.obj,baroque,house,3,4
Separated/housesets/house11/house_11.21.obj,baroque,house,4,5
Separated/housesets/house11/house_11.22.obj,baroque,house,4,5
Separated/housesets/house11/house_11.23.obj,baroque,house,5,5
Separated/housesets/house11/house_11.24.obj,baroque,house,4,5
Separated/housesets/house11/house_11.25.obj,baroque,house,4,5
Separated/housesets/house11/house_11.26.obj,baroque,house,4,5
Separated/housesets/house11/house_11.27.obj,baroque,house,5,5
Separated/housesets/house11/house_11.28.obj,baroque,house,4,5
Separated/housesets/house11/house_11.29.obj,baroque,house,5,5
Separated/housesets/house11/house_11.30.obj,baroque,house,5,5
,,,,
Separated/housesets/house12/house_12.1.obj,cubist,house,2,2
Separated/housesets/house12/house_12.2.obj,cubist,house,3,3
Separated/housesets/house12/house_12.3.obj,cubist,house,3,3
Separated/housesets/house12/house_12.4.obj,cubist,house,3,3
Separated/housesets/house12/house_12.5.obj,cubist,house,2,2
Separated/housesets/house12/house_12.6.obj,cubist,house,2,2
Separated/housesets/house12/house_12.7.obj,cubist,house,2,2
Separated/housesets/house12/house_12.8.obj,cubist,house,2,3
Separated/housesets/house12/house_12.9.obj,cubist,house,2,3
Separated/housesets/house12/house_12.10.obj,cubist,house,2,3
Separated/housesets/house12/house_12.11.obj,cubist,house,2,3
Separated/housesets/house12/house_12.12.obj,cubist,house,2,3
Separated/housesets/house12/house_12.13.obj,cubist,house,3,3
Separated/housesets/house12/house_12.14.obj,cubist,house,3,3
Separated/housesets/house12/house_12.15.obj,cubist,house,3,3
Separated/housesets/house12/house_12.16.obj,cubist,house,3,3
Separated/housesets/house12/house_12.17.obj,cubist,house,3,4
Separated/housesets/house12/house_12.18.obj,cubist,house,3,4
Separated/housesets/house12/house_12.19.obj,cubist,house,3,4
Separated/housesets/house12/house_12.20.obj,cubist,house,3,4
Separated/housesets/house12/house_12.21.obj,cubist,house,4,4
Separated/housesets/house12/house_12.22.obj,cubist,house,4,4
Separated/housesets/house12/house_12.23.obj,cubist,house,4,4
Separated/housesets/house12/house_12.24.obj,cubist,house,3,4
Separated/housesets/house12/house_12.25.obj,cubist,house,3,4
Separated/housesets/house12/house_12.26.obj,cubist,house,3,5
Separated/housesets/house12/house_12.27.obj,cubist,house,3,5
Separated/housesets/house12/house_12.28.obj,cubist,house,3,5
Separated/housesets/house12/house_12.29.obj,cubist,house,3,5
Separated/housesets/house12/house_12.30.obj,cubist,house,4,4
,,,,
Separated/housesets/house13/house_13.1.obj,cubist,house,5,5
Separated/housesets/house13/house_13.2.obj,cubist,house,5,5
Separated/housesets/house13/house_13.3.obj,cubist,house,4,5
Separated/housesets/house13/house_13.4.obj,cubist,house,4,5
Separated/housesets/house13/house_13.5.obj,cubist,house,4,4
Separated/housesets/house13/house_13.6.obj,cubist,house,4,4
Separated/housesets/house13/house_13.7.obj,cubist,house,4,5
Separated/housesets/house13/house_13.8.obj,cubist,house,4,5
Separated/housesets/house13/house_13.9.obj,cubist,house,3,5
Separated/housesets/house13/house_13.10.obj,cubist,house,3,5
Separated/housesets/house13/house_13.11.obj,cubist,house,3,5
Separated/housesets/house13/house_13.12.obj,cubist,house,3,3
Separated/housesets/house13/house_13.13.obj,cubist,house,3,4
Separated/housesets/house13/house_13.14.obj,cubist,house,3,5
Separated/housesets/house13/house_13.15.obj,cubist,house,3,5
Separated/housesets/house13/house_13.16.obj,cubist,house,4,4
Separated/housesets/house13/house_13.17.obj,cubist,house,4,4
Separated/housesets/house13/house_13.18.obj,cubist,house,4,4
Separated/housesets/house13/house_13.19.obj,cubist,house,3,4
Separated/housesets/house13/house_13.20.obj,cubist,house,3,4
Separated/housesets/house13/house_13.21.obj,cubist,house,4,4
Separated/housesets/house13/house_13.22.obj,cubist,house,4,4
Separated/housesets/house13/house_13.23.obj,cubist,house,5,5
Separated/housesets/house13/house_13.24.obj,cubist,house,5,5
Separated/housesets/house13/house_13.25.obj,cubist,house,4,5
Separated/housesets/house13/house_13.26.obj,cubist,house,4,5
Separated/housesets/house13/house_13.27.obj,cubist,house,4,5
Separated/housesets/house13/house_13.28.obj,cubist,house,4,4
Separated/housesets/house13/house_13.29.obj,cubist,house,4,4
Separated/housesets/house13/house_13.30.obj,cubist,house,4,3
,,,,
Separated/housesets/house14/house_14.1.obj,cubist,house,2,2
Separated/housesets/house14/house_14.2.obj,cubist,house,1,1
Separated/housesets/house14/house_14.3.obj,cubist,house,1,1
Separated/housesets/house14/house_14.4.obj,cubist,house,1,2
Separated/housesets/house14/house_14.5.obj,cubist,house,1,2
Separated/housesets/house14/house_14.6.obj,cubist,house,2,2
Separated/housesets/house14/house_14.7.obj,cubist,house,#,#
Separated/housesets/house14/house_14.8.obj,cubist,house,2,2
Separated/housesets/house14/house_14.9.obj,cubist,house,2,2
Separated/housesets/house14/house_14.10.obj,cubist,house,2,3
Separated/housesets/house14/house_14.11.obj,cubist,house,2,3
Separated/housesets/house14/house_14.12.obj,cubist,house,2,3
Separated/housesets/house14/house_14.13.obj,cubist,house,2,2
Separated/housesets/house14/house_14.14.obj,cubist,house,2,2
Separated/housesets/house14/house_14.15.obj,cubist,house,1,2
Separated/housesets/house14/house_14.16.obj,cubist,house,2,2
Separated/housesets/house14/house_14.17.obj,cubist,house,2,2
Separated/housesets/house14/house_14.18.obj,cubist,house,1,2
Separated/housesets/house14/house_14.19.obj,cubist,house,1,2
Separated/housesets/house14/house_14.20.obj,cubist,house,2,3
Separated/housesets/house14/house_14.21.obj,cubist,house,1,3
Separated/housesets/house14/house_14.22.obj,cubist,house,1,3
Separated/housesets/house14/house_14.23.obj,cubist,house,1,3
Separated/housesets/house14/house_14.24.obj,cubist,house,1,3
Separated/housesets/house14/house_14.25.obj,cubist,house,2,2
Separated/housesets/house14/house_14.26.obj,cubist,house,2,2
Separated/housesets/house14/house_14.27.obj,cubist,house,3,2
Separated/housesets/house14/house_14.28.obj,cubist,house,2,3
Separated/housesets/house14/house_14.29.obj,cubist,house,2,3
Separated/housesets/house14/house_14.30.obj,cubist,house,2,3
,,,,
Separated/housesets/house15/house_15.1.obj,cubist,house,3,3
